-0.0132391,-0.0102541,-0.0071348,-0.0038871,-0.0005182, 0.0029633, 0.0065471, 0.0102214, 0.0139731, 0.0177876, 0.0216487, 0.0255392, 0.0294406, 0.0333333, 0.0371967, 0.0410097, 0.0447504, 0.0483966, 0.0519260, 0.0553164, 0.0585457, 0.0615926, 0.0644363, 0.0670572, 0.0694369, 0.0715583, 0.0734061, 0.0749668, 0.0762288, 0.0771827, 0.0778214, 0.0781401, 0.0781364, 0.0778103, 0.0771642, 0.0762031, 0.0749341, 0.0733667, 0.0715125, 0.0693850, 0.0669996, 0.0643734, 0.0615249, 0.0584737, 0.0552405, 0.0518467, 0.0483145, 0.0446659, 0.0409235, 0.0371092, 0.0332450, 0.0293521, 0.0254509, 0.0215610, 0.0177008, 0.0138878, 0.0101378, 0.0064655, 0.0028841,-0.0005948,-0.0039610,-0.0072058,-0.0103219,-0.0133037
-0.0123804,-0.0093259,-0.0061340,-0.0028106, 0.0006367, 0.0041992, 0.0078663, 0.0116261, 0.0154650, 0.0193681, 0.0233189, 0.0272997, 0.0312916, 0.0352745, 0.0392275, 0.0431287, 0.0469560, 0.0506866, 0.0542976, 0.0577663, 0.0610701, 0.0641872, 0.0670964, 0.0697776, 0.0722119, 0.0743819, 0.0762719, 0.0778681, 0.0791586, 0.0801339, 0.0807867, 0.0811121, 0.0811075, 0.0807731, 0.0801113, 0.0791272, 0.0778281, 0.0762236, 0.0743257, 0.0721483, 0.0697070, 0.0670194, 0.0641043, 0.0609819, 0.0576733, 0.0542006, 0.0505861, 0.0468527, 0.0430233, 0.0391205, 0.0351666, 0.0311833, 0.0271917, 0.0232116, 0.0192621, 0.0153608, 0.0115240, 0.0077668, 0.0041025, 0.0005432,-0.0029007,-0.0062204,-0.0094085,-0.0124591
-0.0115944,-0.0084762,-0.0052178,-0.0018253, 0.0016938, 0.0053303, 0.0090737, 0.0129116, 0.0168303, 0.0208143, 0.0248471, 0.0289105, 0.0329851, 0.0370505, 0.0410853, 0.0450673, 0.0489737, 0.0527813, 0.0564668, 0.0600069, 0.0633788, 0.0665600, 0.0695289, 0.0722650, 0.0747491, 0.0769633, 0.0788917, 0.0805202, 0.0818366, 0.0828313, 0.0834968, 0.0838280, 0.0838224, 0.0834802, 0.0828038, 0.0817984, 0.0804716, 0.0788331, 0.0768951, 0.0746718, 0.0721793, 0.0694354, 0.0664593, 0.0632717, 0.0598941, 0.0563490, 0.0526594, 0.0488484, 0.0449394, 0.0409556, 0.0369197, 0.0328540, 0.0287797, 0.0247173, 0.0206861, 0.0167041, 0.0127881, 0.0089533, 0.0052135, 0.0015808,-0.0019342,-0.0053222,-0.0085760,-0.0116894
-0.0108856,-0.0077101,-0.0043918,-0.0009369, 0.0026468, 0.0063501, 0.0101622, 0.0140705, 0.0180609, 0.0221180, 0.0262246, 0.0303623, 0.0345114, 0.0386511, 0.0427595, 0.0468141, 0.0507916, 0.0546685, 0.0584210, 0.0620254, 0.0654584, 0.0686972, 0.0717197, 0.0745051, 0.0770338, 0.0792877, 0.0812505, 0.0829078, 0.0842474, 0.0852592, 0.0859358, 0.0862721, 0.0862654, 0.0859159, 0.0852261, 0.0842014, 0.0828493, 0.0811800, 0.0792057, 0.0769409, 0.0744020, 0.0716072, 0.0685761, 0.0653296, 0.0618898, 0.0582795, 0.0545221, 0.0506411, 0.0466605, 0.0426038, 0.0384941, 0.0343540, 0.0302053, 0.0260689, 0.0219642, 0.0179097, 0.0139225, 0.0100179, 0.0062101, 0.0025115,-0.0010672,-0.0045168,-0.0078295,-0.0109993
-0.0102581,-0.0070318,-0.0036605,-0.0001505, 0.0034904, 0.0072528, 0.0111256, 0.0150962, 0.0191502, 0.0232718, 0.0274436, 0.0316470, 0.0358620, 0.0400673, 0.0442408, 0.0483595, 0.0523999, 0.0563380, 0.0601496, 0.0638107, 0.0672976, 0.0705871, 0.0736569, 0.0764857, 0.0790537, 0.0813424, 0.0833354, 0.0850179, 0.0863777, 0.0874045, 0.0880907, 0.0884311, 0.0884232, 0.0880669, 0.0873651, 0.0863230, 0.0849483, 0.0832514, 0.0812448, 0.0789431, 0.0763631, 0.0735231, 0.0704431, 0.0671444, 0.0636495, 0.0599814, 0.0561639, 0.0522211, 0.0481770, 0.0440558, 0.0398808, 0.0356751, 0.0314607, 0.0272588, 0.0230892, 0.0189708, 0.0149206, 0.0109546, 0.0070868, 0.0033300,-0.0003049,-0.0038086,-0.0071733,-0.0103927
-0.0097152,-0.0064450,-0.0030278, 0.0005299, 0.0042202, 0.0080337, 0.0119590, 0.0159834, 0.0200923, 0.0242697, 0.0284979, 0.0327581, 0.0370300, 0.0412919, 0.0455216, 0.0496957, 0.0537904, 0.0577813, 0.0616439, 0.0653539, 0.0688873, 0.0722205, 0.0753309, 0.0781971, 0.0807987, 0.0831174, 0.0851361, 0.0868403, 0.0882172, 0.0892567, 0.0899509, 0.0902946, 0.0902852, 0.0899229, 0.0892103, 0.0881528, 0.0867583, 0.0850373, 0.0830024, 0.0806686, 0.0780527, 0.0751734, 0.0720510, 0.0687071, 0.0651643, 0.0614461, 0.0575766, 0.0535802, 0.0494814, 0.0453044, 0.0410730, 0.0368106, 0.0325394, 0.0282810, 0.0240555, 0.0198818, 0.0157775, 0.0117584, 0.0078391, 0.0040322, 0.0003488,-0.0032014,-0.0066108,-0.0098729
-0.0092595,-0.0059525,-0.0024969, 0.0011009, 0.0048327, 0.0086890, 0.0126584, 0.0167279, 0.0208829, 0.0251070, 0.0293826, 0.0336905, 0.0380100, 0.0423195, 0.0465963, 0.0508168, 0.0549569, 0.0589920, 0.0628974, 0.0666483, 0.0702205, 0.0735902, 0.0767346, 0.0796319, 0.0822617, 0.0846051, 0.0866453, 0.0883673, 0.0897584, 0.0908081, 0.0915087, 0.0918548, 0.0918439, 0.0914761, 0.0907541, 0.0896834, 0.0882720, 0.0865304, 0.0844715, 0.0821104, 0.0794641, 0.0765517, 0.0733934, 0.0700113, 0.0664281, 0.0626678, 0.0587545, 0.0547131, 0.0505682, 0.0463443, 0.0420656, 0.0377556, 0.0334369, 0.0291312, 0.0248589, 0.0206390, 0.0164894, 0.0124260, 0.0084636, 0.0046149, 0.0008912,-0.0026979,-0.0061445,-0.0094422
-0.0088931,-0.0055565,-0.0020699, 0.0015600, 0.0053253, 0.0092160, 0.0132209, 0.0173267, 0.0215188, 0.0257806, 0.0300943, 0.0344404, 0.0387983, 0.0431461, 0.0474608, 0.0517187, 0.0558954, 0.0599660, 0.0639057, 0.0676895, 0.0712929, 0.0746919, 0.0778635, 0.0807857, 0.0834379, 0.0858012, 0.0878584, 0.0895945, 0.0909966, 0.0920543, 0.0927597, 0.0931074, 0.0930949, 0.0927223, 0.0919924, 0.0909106, 0.0894852, 0.0877266, 0.0856480, 0.0832646, 0.0805935, 0.0776540, 0.0744666, 0.0710534, 0.0674375, 0.0636430, 0.0596944, 0.0556165, 0.0514344, 0.0471728, 0.0428560, 0.0385077, 0.0341508, 0.0298070, 0.0254971, 0.0212402, 0.0170543, 0.0129555, 0.0089585, 0.0050764, 0.0013205,-0.0022996,-0.0057758,-0.0091019
-0.0086173,-0.0052583,-0.0017484, 0.0019058, 0.0056962, 0.0096130, 0.0136447, 0.0177780, 0.0219980, 0.0262883, 0.0306308, 0.0350059, 0.0393929, 0.0437697, 0.0481131, 0.0523993, 0.0566037, 0.0607013, 0.0646669, 0.0684756, 0.0721026, 0.0755238, 0.0787159, 0.0816568, 0.0843259, 0.0867040, 0.0887738, 0.0905203, 0.0919306, 0.0929940, 0.0937027, 0.0940513, 0.0940372, 0.0936605, 0.0929241, 0.0918336, 0.0903970, 0.0886252, 0.0865312, 0.0841304, 0.0814402, 0.0784798, 0.0752699, 0.0718329, 0.0681920, 0.0643713, 0.0603957, 0.0562901, 0.0520796, 0.0477893, 0.0434436, 0.0390663, 0.0346805, 0.0303081, 0.0259698, 0.0216851, 0.0174718, 0.0133464, 0.0093236, 0.0054165, 0.0016365,-0.0020067,-0.0055051,-0.0088522
-0.0084326,-0.0050586,-0.0015331, 0.0021375, 0.0059449, 0.0098793, 0.0139290, 0.0180809, 0.0223199, 0.0266295, 0.0309916, 0.0353865, 0.0397933, 0.0441898, 0.0485529, 0.0528585, 0.0570818, 0.0611979, 0.0651814, 0.0690071, 0.0726502, 0.0760866, 0.0792927, 0.0822464, 0.0849269, 0.0873150, 0.0893934, 0.0911468, 0.0925623, 0.0936294, 0.0943399, 0.0946888, 0.0946731, 0.0942933, 0.0935520, 0.0924549, 0.0910103, 0.0892289, 0.0871239, 0.0847108, 0.0820070, 0.0790318, 0.0758062, 0.0723525, 0.0686941, 0.0648553, 0.0608609, 0.0567361, 0.0525062, 0.0481962, 0.0438307, 0.0394336, 0.0350281, 0.0306362, 0.0262787, 0.0219752, 0.0177436, 0.0136003, 0.0095602, 0.0056364, 0.0018404,-0.0018182,-0.0053312,-0.0086923
-0.0083393,-0.0049576,-0.0014240, 0.0022551, 0.0060713, 0.0100148, 0.0140740, 0.0182357, 0.0224848, 0.0268047, 0.0311773, 0.0355829, 0.0400004, 0.0444078, 0.0487816, 0.0530979, 0.0573317, 0.0614580, 0.0654515, 0.0692867, 0.0729389, 0.0763837, 0.0795976, 0.0825584, 0.0852453, 0.0876388, 0.0897218, 0.0914789, 0.0928971, 0.0939659, 0.0946772, 0.0950257, 0.0950089, 0.0946267, 0.0938822, 0.0927810, 0.0913314, 0.0895441, 0.0874325, 0.0850120, 0.0823001, 0.0793162, 0.0760815, 0.0726181, 0.0689497, 0.0651005, 0.0610956, 0.0569601, 0.0527193, 0.0483984, 0.0440220, 0.0396141, 0.0351979, 0.0307956, 0.0264278, 0.0221143, 0.0178730, 0.0137204, 0.0096713, 0.0057390, 0.0019347,-0.0017316,-0.0052520,-0.0086200
-0.0083369,-0.0049547,-0.0014206, 0.0022591, 0.0060760, 0.0100204, 0.0140806, 0.0182435, 0.0224939, 0.0268153, 0.0311896, 0.0355970, 0.0400166, 0.0444261, 0.0488022, 0.0531208, 0.0573571, 0.0614859, 0.0654817, 0.0693194, 0.0729740, 0.0764210, 0.0796370, 0.0825996, 0.0852881, 0.0876831, 0.0897671, 0.0915250, 0.0929437, 0.0940126, 0.0947237, 0.0950717, 0.0950540, 0.0946707, 0.0939248, 0.0928219, 0.0913703, 0.0895809, 0.0874669, 0.0850439, 0.0823294, 0.0793429, 0.0761053, 0.0726392, 0.0689680, 0.0651161, 0.0611085, 0.0569703, 0.0527270, 0.0484037, 0.0440250, 0.0396150, 0.0351969, 0.0307927, 0.0264233, 0.0221083, 0.0178657, 0.0137120, 0.0096619, 0.0057288, 0.0019239,-0.0017430,-0.0052637,-0.0086319
-0.0084247,-0.0050493,-0.0015221, 0.0021504, 0.0059602, 0.0098973, 0.0139503, 0.0181058, 0.0223491, 0.0266635, 0.0310310, 0.0354318, 0.0398450, 0.0442484, 0.0486187, 0.0529319, 0.0571631, 0.0612871, 0.0652786, 0.0691122, 0.0727629, 0.0762065, 0.0794194, 0.0823793, 0.0850653, 0.0874580, 0.0895402, 0.0912964, 0.0927138, 0.0937816, 0.0944920, 0.0948395, 0.0948216, 0.0944385, 0.0936931, 0.0925911, 0.0911407, 0.0893529, 0.0872409, 0.0848202, 0.0821084, 0.0791250, 0.0758909, 0.0724286, 0.0687616, 0.0649143, 0.0609114, 0.0567785, 0.0525406, 0.0482229, 0.0438502, 0.0394463, 0.0350344, 0.0306366, 0.0262737, 0.0219653, 0.0177293, 0.0135822, 0.0095388, 0.0056121, 0.0018137,-0.0018467,-0.0053612,-0.0087233
-0.0086018,-0.0052403,-0.0017275, 0.0019304, 0.0057251, 0.0096470, 0.0136846, 0.0178248, 0.0220527, 0.0263519, 0.0307044, 0.0350905, 0.0394895, 0.0438792, 0.0482363, 0.0525368, 0.0567560, 0.0608687, 0.0648496, 0.0686734, 0.0723151, 0.0757504, 0.0789558, 0.0819090, 0.0845891, 0.0869768, 0.0890547, 0.0908075, 0.0922223, 0.0932884, 0.0939979, 0.0943455, 0.0943285, 0.0939472, 0.0932044, 0.0921060, 0.0906600, 0.0888776, 0.0867718, 0.0843581, 0.0816543, 0.0786795, 0.0754549, 0.0720027, 0.0683465, 0.0645106, 0.0605197, 0.0563992, 0.0521742, 0.0478698, 0.0435106, 0.0391205, 0.0347226, 0.0303389, 0.0259901, 0.0216957, 0.0174737, 0.0133404, 0.0093106, 0.0053973, 0.0016120,-0.0020358,-0.0055379,-0.0088881
-0.0088676,-0.0055271,-0.0020358, 0.0015998, 0.0053719, 0.0092707, 0.0132851, 0.0174020, 0.0216067, 0.0258830, 0.0302128, 0.0345768, 0.0389543, 0.0433231, 0.0476602, 0.0519417, 0.0561429, 0.0602387, 0.0642037, 0.0680129, 0.0716411, 0.0750642, 0.0782587, 0.0812022, 0.0838739, 0.0862545, 0.0883266, 0.0900750, 0.0914867, 0.0925511, 0.0932603, 0.0936089, 0.0935943, 0.0932167, 0.0924791, 0.0913871, 0.0899491, 0.0881758, 0.0860804, 0.0836785, 0.0809875, 0.0780268, 0.0748172, 0.0713812, 0.0677420, 0.0639239, 0.0599517, 0.0558504, 0.0516452, 0.0473611, 0.0430224, 0.0386532, 0.0342762, 0.0299135, 0.0255857, 0.0213122, 0.0171108, 0.0129979, 0.0089880, 0.0050943, 0.0013280,-0.0023013,-0.0057856,-0.0091185
-0.0092216,-0.0059091,-0.0024467, 0.0011593, 0.0049011, 0.0087693, 0.0127528, 0.0168388, 0.0210128, 0.0252587, 0.0295587, 0.0338937, 0.0382429, 0.0425847, 0.0468959, 0.0511529, 0.0553309, 0.0594051, 0.0633501, 0.0671408, 0.0707524, 0.0741605, 0.0773417, 0.0802737, 0.0829356, 0.0853082, 0.0873741, 0.0891181, 0.0905271, 0.0915906, 0.0923007, 0.0926519, 0.0926418, 0.0922704, 0.0915408, 0.0904585, 0.0890319, 0.0872716, 0.0851909, 0.0828053, 0.0801320, 0.0771904, 0.0740014, 0.0705870, 0.0669706, 0.0631763, 0.0592288, 0.0551529, 0.0509738, 0.0467162, 0.0424045, 0.0380624, 0.0337127, 0.0293772, 0.0250765, 0.0208299, 0.0166550, 0.0125681, 0.0085838, 0.0047149, 0.0009728,-0.0026330,-0.0060946,-0.0094058
-0.0096640,-0.0063866,-0.0029605, 0.0006084, 0.0043125, 0.0081426, 0.0120877, 0.0161355, 0.0202715, 0.0244801, 0.0287436, 0.0330432, 0.0373584, 0.0416675, 0.0459479, 0.0501757, 0.0543266, 0.0583757, 0.0622978, 0.0660677, 0.0696606, 0.0730523, 0.0762192, 0.0791393, 0.0817914, 0.0841563, 0.0862168, 0.0879574, 0.0893653, 0.0904297, 0.0911427, 0.0914991, 0.0914962, 0.0911341, 0.0904157, 0.0893467, 0.0879353, 0.0861922, 0.0841306, 0.0817657, 0.0791149, 0.0761973, 0.0730338, 0.0696463, 0.0660580, 0.0622929, 0.0583755, 0.0543306, 0.0501831, 0.0459576, 0.0416783, 0.0373688, 0.0330518, 0.0287489, 0.0244806, 0.0202659, 0.0161225, 0.0120665, 0.0081124, 0.0042730, 0.0005595,-0.0030187,-0.0064537,-0.0097393
-0.0101961,-0.0069611,-0.0035786,-0.0000543, 0.0036045, 0.0073888, 0.0112883, 0.0152905, 0.0193817, 0.0235464, 0.0277673, 0.0320258, 0.0363018, 0.0405738, 0.0448192, 0.0490146, 0.0531356, 0.0571575, 0.0610550, 0.0648032, 0.0683771, 0.0717525, 0.0749059, 0.0778150, 0.0804588, 0.0828180, 0.0848752, 0.0866150, 0.0880244, 0.0890927, 0.0898121, 0.0901770, 0.0901848, 0.0898358, 0.0891326, 0.0880810, 0.0866890, 0.0849674, 0.0829292, 0.0805895, 0.0779658, 0.0750770, 0.0719437, 0.0685879, 0.0650325, 0.0613015, 0.0574190, 0.0534099, 0.0492987, 0.0451101, 0.0408679, 0.0365956, 0.0323158, 0.0280499, 0.0238182, 0.0196397, 0.0155318, 0.0115106, 0.0075905, 0.0037841, 0.0001025,-0.0034448,-0.0068501,-0.0101072
-0.0108201,-0.0076351,-0.0043040,-0.0008322, 0.0027735, 0.0065046, 0.0103508, 0.0143005, 0.0183402, 0.0224547, 0.0266273, 0.0308397, 0.0350721, 0.0393033, 0.0435110, 0.0476718, 0.0517615, 0.0557555, 0.0596286, 0.0633558, 0.0669121, 0.0702731, 0.0734154, 0.0763165, 0.0789553, 0.0813123, 0.0833701, 0.0851132, 0.0865285, 0.0876052, 0.0883353, 0.0887133, 0.0887366, 0.0884053, 0.0877220, 0.0866924, 0.0853245, 0.0836290, 0.0816188, 0.0793091, 0.0767169, 0.0738614, 0.0707628, 0.0674431, 0.0639250, 0.0602322, 0.0563890, 0.0524197, 0.0483489, 0.0442010, 0.0399997, 0.0357683, 0.0315292, 0.0273037, 0.0231119, 0.0189726, 0.0149032, 0.0109196, 0.0070361, 0.0032652,-0.0003820,-0.0038962,-0.0072697,-0.0104963
-0.0115402,-0.0084133,-0.0051417,-0.0017305, 0.0018140, 0.0054839, 0.0092694, 0.0131594, 0.0171409, 0.0211993, 0.0253184, 0.0294803, 0.0336655, 0.0378532, 0.0420214, 0.0461468, 0.0502054, 0.0541726, 0.0580231, 0.0617319, 0.0652739, 0.0686246, 0.0717603, 0.0746583, 0.0772974, 0.0796579, 0.0817222, 0.0834745, 0.0849017, 0.0859928, 0.0867397, 0.0871368, 0.0871814, 0.0868734, 0.0862156, 0.0852134, 0.0838749, 0.0822106, 0.0802333, 0.0779582, 0.0754023, 0.0725844, 0.0695248, 0.0662452, 0.0627682, 0.0591175, 0.0553170, 0.0513910, 0.0473638, 0.0432596, 0.0391021, 0.0349143, 0.0307184, 0.0265356, 0.0223858, 0.0182878, 0.0142588, 0.0103146, 0.0064692, 0.0027352,-0.0008763,-0.0043563,-0.0076969,-0.0108922
-0.0123619,-0.0093018,-0.0060987,-0.0027568, 0.0007179, 0.0043182, 0.0080351, 0.0118581, 0.0157748, 0.0197714, 0.0238320, 0.0279395, 0.0320747, 0.0362173, 0.0403455, 0.0444361, 0.0484654, 0.0524085, 0.0562402, 0.0599354, 0.0634686, 0.0668152, 0.0699511, 0.0728533, 0.0755003, 0.0778722, 0.0799509, 0.0817205, 0.0831676, 0.0842810, 0.0850524, 0.0854761, 0.0855491, 0.0852715, 0.0846458, 0.0836773, 0.0823741, 0.0807467, 0.0788077, 0.0765722, 0.0740572, 0.0712812, 0.0682647, 0.0650290, 0.0615967, 0.0579912, 0.0542364, 0.0503563, 0.0463751, 0.0423169, 0.0382051, 0.0340626, 0.0299114, 0.0257726, 0.0216659, 0.0176101, 0.0136222, 0.0097178, 0.0059110, 0.0022143,-0.0013615,-0.0048072,-0.0081150,-0.0112791
